timestamp_utc,direction_from_deg,wind_speed_m_s
2025-01-12T00:00:00Z,14.811381,6.684680
2025-01-12T01:00:00Z,27.058121,2.740542
2025-01-12T02:00:00Z,55.745833,5.715698
2025-01-12T03:00:00Z,319.589524,2.467436
2025-01-12T04:00:00Z,204.195329,1.582245
2025-01-12T05:00:00Z,316.316175,3.924746
2025-01-12T06:00:00Z,60.161489,6.291148
2025-01-12T07:00:00Z,0.188555,4.816172
2025-01-12T08:00:00Z,39.643994,7.030408
2025-01-12T09:00:00Z,35.395174,6.188813
2025-01-12T10:00:00Z,250.693414,7.552847
2025-01-12T11:00:00Z,38.062485,5.106079
2025-01-12T12:00:00Z,255.685279,7.830790
2025-01-12T13:00:00Z,12.505651,6.455972
2025-01-12T14:00:00Z,345.011458,5.203117
2025-01-12T15:00:00Z,45.022736,7.656302
2025-01-12T16:00:00Z,67.118464,6.464392
2025-01-12T17:00:00Z,3.777061,6.641258
2025-01-12T18:00:00Z,345.666652,0.858633
2025-01-12T19:00:00Z,243.963063,1.772181
2025-01-12T20:00:00Z,344.316465,4.052504
2025-01-12T21:00:00Z,14.910253,11.128370
2025-01-12T22:00:00Z,21.358221,4.497729
2025-01-12T23:00:00Z,338.958360,3.755364
2025-01-13T00:00:00Z,329.081026,1.554461
2025-01-13T01:00:00Z,181.740883,7.653989
2025-01-13T02:00:00Z,342.634210,3.673814
2025-01-13T03:00:00Z,10.890786,11.609741
2025-01-13T04:00:00Z,33.166102,1.495768
2025-01-13T05:00:00Z,206.187783,4.969519
2025-01-13T06:00:00Z,115.566371,5.984833
2025-01-13T07:00:00Z,11.911101,3.419950
2025-01-13T08:00:00Z,153.897385,2.820713
2025-01-13T09:00:00Z,80.026141,4.467722
2025-01-13T10:00:00Z,353.137125,5.791410
2025-01-13T11:00:00Z,67.809838,4.538092
2025-01-13T12:00:00Z,2.877765,8.597123
2025-01-13T13:00:00Z,201.564785,3.893910
2025-01-13T14:00:00Z,347.730286,5.796799
2025-01-13T15:00:00Z,93.557344,4.210235
2025-01-13T16:00:00Z,14.617529,7.310312
2025-01-13T17:00:00Z,356.791151,4.349749
2025-01-13T18:00:00Z,22.978082,5.146912
2025-01-13T19:00:00Z,35.140483,7.384921
2025-01-13T20:00:00Z,341.383026,4.381870
2025-01-13T21:00:00Z,5.824129,8.206188
2025-01-13T22:00:00Z,130.347415,10.524509
2025-01-13T23:00:00Z,76.390010,8.790824
2025-01-14T00:00:00Z,251.223866,5.054195
2025-01-14T01:00:00Z,317.480799,7.909270
2025-01-14T02:00:00Z,265.793074,4.043553
2025-01-14T03:00:00Z,347.329385,6.359203
2025-01-14T04:00:00Z,208.921743,7.802786
2025-01-14T05:00:00Z,86.026266,1.503323
2025-01-14T06:00:00Z,246.827130,2.320076
2025-01-14T07:00:00Z,75.870179,8.316397
2025-01-14T08:00:00Z,91.472849,9.119856
2025-01-14T09:00:00Z,76.629458,8.901496
2025-01-14T10:00:00Z,315.419008,7.598254
2025-01-14T11:00:00Z,29.386528,3.669448
2025-01-14T12:00:00Z,309.298240,8.419637
2025-01-14T13:00:00Z,298.490530,3.548552
2025-01-14T14:00:00Z,47.583015,6.679383
2025-01-14T15:00:00Z,75.529135,4.106311
2025-01-14T16:00:00Z,89.729707,4.612176
2025-01-14T17:00:00Z,16.659458,8.908861
2025-01-14T18:00:00Z,355.005225,3.556102
2025-01-14T19:00:00Z,296.283180,1.388709
2025-01-14T20:00:00Z,16.634204,3.759733
2025-01-14T21:00:00Z,324.260933,3.767108
2025-01-14T22:00:00Z,37.683897,6.032807
2025-01-14T23:00:00Z,308.874353,8.685019
2025-01-15T00:00:00Z,356.641859,7.625618
2025-01-15T01:00:00Z,345.907099,7.498170
2025-01-15T02:00:00Z,27.972008,4.428970
2025-01-15T03:00:00Z,311.545214,5.643108
2025-01-15T04:00:00Z,339.258199,4.865946
2025-01-15T05:00:00Z,222.632132,3.840852
2025-01-15T06:00:00Z,151.281055,5.245492
2025-01-15T07:00:00Z,5.563384,4.314805
2025-01-15T08:00:00Z,338.099577,3.138241
2025-01-15T09:00:00Z,49.279527,7.022741
2025-01-15T10:00:00Z,151.586070,6.710524
2025-01-15T11:00:00Z,238.333273,2.441127
2025-01-15T12:00:00Z,347.415101,7.716667
2025-01-15T13:00:00Z,76.062762,5.163842
2025-01-15T14:00:00Z,33.109292,2.592296
2025-01-15T15:00:00Z,293.070716,7.506161
2025-01-15T16:00:00Z,26.660967,3.457901
2025-01-15T17:00:00Z,127.591120,5.358123
2025-01-15T18:00:00Z,330.676137,2.489851
2025-01-15T19:00:00Z,146.960558,4.778043
2025-01-15T20:00:00Z,14.582218,10.577625
2025-01-15T21:00:00Z,38.018267,1.776714
2025-01-15T22:00:00Z,354.636620,3.667687
2025-01-15T23:00:00Z,137.438877,3.741370
2025-01-16T00:00:00Z,339.429326,6.084234
2025-01-16T01:00:00Z,300.156271,11.321924
2025-01-16T02:00:00Z,291.911120,3.945867
2025-01-16T03:00:00Z,1.380907,0.501686
2025-01-16T04:00:00Z,354.286016,5.142337
2025-01-16T05:00:00Z,329.086294,4.307726
2025-01-16T06:00:00Z,46.552392,2.539217
2025-01-16T07:00:00Z,209.604526,1.038140
2025-01-16T08:00:00Z,216.388328,6.971921
2025-01-16T09:00:00Z,11.574905,3.703706
2025-01-16T10:00:00Z,9.553432,3.703063
2025-01-16T11:00:00Z,348.542436,4.155375
2025-01-16T12:00:00Z,358.387909,4.087532
2025-01-16T13:00:00Z,1.536704,2.438040
2025-01-16T14:00:00Z,312.787137,0.721648
2025-01-16T15:00:00Z,293.621021,7.537953
2025-01-16T16:00:00Z,16.969135,1.917682
2025-01-16T17:00:00Z,358.316047,6.135317
2025-01-16T18:00:00Z,312.252606,8.332204
2025-01-16T19:00:00Z,352.622101,9.576735
2025-01-16T20:00:00Z,266.728299,2.422382
2025-01-16T21:00:00Z,318.160229,1.804697
2025-01-16T22:00:00Z,250.214417,6.124297
2025-01-16T23:00:00Z,10.084511,5.529500
2025-01-17T00:00:00Z,23.389769,5.176924
2025-01-17T01:00:00Z,168.200081,4.826614
2025-01-17T02:00:00Z,261.677171,5.896212
2025-01-17T03:00:00Z,342.129500,7.146720
2025-01-17T04:00:00Z,18.788023,3.759667
2025-01-17T05:00:00Z,320.387119,5.758111
2025-01-17T06:00:00Z,139.795075,3.350063
2025-01-17T07:00:00Z,352.747643,12.764196
2025-01-17T08:00:00Z,358.933847,12.026669
2025-01-17T09:00:00Z,53.506309,0.773743
2025-01-17T10:00:00Z,330.049248,9.729872
2025-01-17T11:00:00Z,173.704096,8.642621
2025-01-17T12:00:00Z,296.462103,3.259799
2025-01-17T13:00:00Z,339.059259,5.836609
2025-01-17T14:00:00Z,357.037899,6.985554
2025-01-17T15:00:00Z,169.944165,5.030498
2025-01-17T16:00:00Z,49.783994,1.406475
2025-01-17T17:00:00Z,15.711145,4.649720
2025-01-17T18:00:00Z,296.451793,2.896360
2025-01-17T19:00:00Z,266.037700,5.096063
2025-01-17T20:00:00Z,358.586044,5.547925
2025-01-17T21:00:00Z,12.450431,1.960077
2025-01-17T22:00:00Z,359.834559,4.987908
2025-01-17T23:00:00Z,334.252985,5.647427
2025-01-18T00:00:00Z,7.735592,4.620928
2025-01-18T01:00:00Z,349.471657,4.318758
2025-01-18T02:00:00Z,352.944835,1.373409
2025-01-18T03:00:00Z,346.912971,6.995707
2025-01-18T04:00:00Z,339.652003,6.562655
2025-01-18T05:00:00Z,324.910940,6.862105
2025-01-18T06:00:00Z,228.449611,4.425532
2025-01-18T07:00:00Z,124.037671,8.212113
2025-01-18T08:00:00Z,54.056369,2.800137
2025-01-18T09:00:00Z,142.148071,6.267100
2025-01-18T10:00:00Z,17.647480,7.151702
2025-01-18T11:00:00Z,122.354918,3.487505
2025-01-18T12:00:00Z,1.686561,8.205677
2025-01-18T13:00:00Z,235.282401,6.301944
2025-01-18T14:00:00Z,254.748859,4.524597
2025-01-18T15:00:00Z,82.240356,4.549108
2025-01-18T16:00:00Z,348.272346,5.811761
2025-01-18T17:00:00Z,143.258643,1.193442
2025-01-18T18:00:00Z,235.702369,3.724090
2025-01-18T19:00:00Z,90.084584,7.125235
2025-01-18T20:00:00Z,73.115783,4.119786
2025-01-18T21:00:00Z,320.343303,2.374862
2025-01-18T22:00:00Z,318.998299,8.639356
2025-01-18T23:00:00Z,332.903319,1.552994
2025-01-19T00:00:00Z,94.482060,4.456414
2025-01-19T01:00:00Z,13.015033,0.845773
2025-01-19T02:00:00Z,322.510800,3.438918
2025-01-19T03:00:00Z,287.136766,7.660628
2025-01-19T04:00:00Z,67.519636,3.816668
2025-01-19T05:00:00Z,21.684820,2.603646
2025-01-19T06:00:00Z,10.611601,2.385113
2025-01-19T07:00:00Z,341.971484,3.660805
2025-01-19T08:00:00Z,282.921747,0.905309
2025-01-19T09:00:00Z,36.671410,3.586584
2025-01-19T10:00:00Z,4.638859,3.039118
2025-01-19T11:00:00Z,356.407360,11.350883
2025-01-19T12:00:00Z,276.921557,1.154841
2025-01-19T13:00:00Z,32.002297,8.080883
2025-01-19T14:00:00Z,339.491896,3.566526
2025-01-19T15:00:00Z,148.702528,5.799177
2025-01-19T16:00:00Z,348.690354,6.315833
2025-01-19T17:00:00Z,70.412776,10.511334
2025-01-19T18:00:00Z,327.129466,2.035328
2025-01-19T19:00:00Z,250.078219,7.112449
2025-01-19T20:00:00Z,49.446012,5.234251
2025-01-19T21:00:00Z,4.487903,8.305360
2025-01-19T22:00:00Z,34.970157,5.547032
2025-01-19T23:00:00Z,20.130368,9.088384
2025-01-20T00:00:00Z,285.721696,2.858770
2025-01-20T01:00:00Z,258.295768,1.295080
2025-01-20T02:00:00Z,39.812153,4.081788
2025-01-20T03:00:00Z,198.189750,1.277900
2025-01-20T04:00:00Z,41.650926,4.355429
2025-01-20T05:00:00Z,310.742295,2.535032
2025-01-20T06:00:00Z,29.330960,13.576359
2025-01-20T07:00:00Z,329.648806,1.198440
2025-01-20T08:00:00Z,123.851254,3.949390
2025-01-20T09:00:00Z,12.966173,9.740742
2025-01-20T10:00:00Z,33.268567,7.026832
2025-01-20T11:00:00Z,35.386410,5.247674
2025-01-20T12:00:00Z,330.527105,4.055087
2025-01-20T13:00:00Z,314.360390,9.089667
2025-01-20T14:00:00Z,44.620797,8.371310
2025-01-20T15:00:00Z,4.197839,2.157874
2025-01-20T16:00:00Z,197.876387,6.542811
2025-01-20T17:00:00Z,36.129257,7.706553
2025-01-20T18:00:00Z,310.442580,7.139237
2025-01-20T19:00:00Z,2.903305,1.908330
2025-01-20T20:00:00Z,341.248015,5.874026
2025-01-20T21:00:00Z,27.256880,5.665818
2025-01-20T22:00:00Z,15.826515,4.056720
2025-01-20T23:00:00Z,349.997569,0.672582
2025-01-21T00:00:00Z,343.891624,8.342333
2025-01-21T01:00:00Z,240.698560,2.906408
2025-01-21T02:00:00Z,39.276673,3.021370
2025-01-21T03:00:00Z,24.967199,5.287377
2025-01-21T04:00:00Z,263.356220,6.207146
2025-01-21T05:00:00Z,346.159526,3.869162
2025-01-21T06:00:00Z,1.021590,7.316041
2025-01-21T07:00:00Z,9.453242,5.984900
2025-01-21T08:00:00Z,278.354791,7.573185
2025-01-21T09:00:00Z,337.191237,6.267842
2025-01-21T10:00:00Z,306.895357,4.364709
2025-01-21T11:00:00Z,319.834409,3.567377
2025-01-21T12:00:00Z,272.677878,2.532467
2025-01-21T13:00:00Z,343.018622,4.336436
2025-01-21T14:00:00Z,15.930616,4.177869
2025-01-21T15:00:00Z,312.265989,1.371281
2025-01-21T16:00:00Z,333.063707,2.675186
2025-01-21T17:00:00Z,349.068004,11.378556
2025-01-21T18:00:00Z,138.848529,4.942225
2025-01-21T19:00:00Z,291.705382,2.189517
2025-01-21T20:00:00Z,328.131275,2.591091
2025-01-21T21:00:00Z,317.873653,8.060694
2025-01-21T22:00:00Z,3.507530,8.137706
2025-01-21T23:00:00Z,98.236225,2.590725
2025-01-22T00:00:00Z,319.167441,2.927011
2025-01-22T01:00:00Z,2.906038,4.898672
2025-01-22T02:00:00Z,36.849130,3.701682
2025-01-22T03:00:00Z,336.834768,3.820283
2025-01-22T04:00:00Z,337.955463,4.961764
2025-01-22T05:00:00Z,246.792944,13.389292
2025-01-22T06:00:00Z,122.821105,6.592053
2025-01-22T07:00:00Z,53.797982,1.648252
2025-01-22T08:00:00Z,16.594582,9.101984
2025-01-22T09:00:00Z,296.695221,3.352097
2025-01-22T10:00:00Z,18.374003,1.920410
2025-01-22T11:00:00Z,20.534526,2.378692
2025-01-22T12:00:00Z,344.714453,5.056820
2025-01-22T13:00:00Z,303.858574,1.033939
2025-01-22T14:00:00Z,106.204766,8.773194
2025-01-22T15:00:00Z,104.385035,12.150545
2025-01-22T16:00:00Z,336.102478,7.323814
2025-01-22T17:00:00Z,23.268599,4.905471
2025-01-22T18:00:00Z,45.662184,7.611772
2025-01-22T19:00:00Z,292.860544,6.120780
2025-01-22T20:00:00Z,29.312789,8.083352
2025-01-22T21:00:00Z,10.882028,3.872986
2025-01-22T22:00:00Z,331.420201,7.560605
2025-01-22T23:00:00Z,341.393886,13.473648
2025-01-23T00:00:00Z,51.409177,3.669385
2025-01-23T01:00:00Z,8.440700,2.961122
2025-01-23T02:00:00Z,7.542883,10.941827
2025-01-23T03:00:00Z,12.284103,3.679104
2025-01-23T04:00:00Z,55.792930,9.115234
2025-01-23T05:00:00Z,9.204041,5.772804
2025-01-23T06:00:00Z,36.599558,4.658360
2025-01-23T07:00:00Z,321.269070,1.404019
2025-01-23T08:00:00Z,3.445374,9.390766
2025-01-23T09:00:00Z,350.717506,7.463571
2025-01-23T10:00:00Z,50.801040,7.480820
2025-01-23T11:00:00Z,322.390954,2.142703
2025-01-23T12:00:00Z,15.694481,3.022969
2025-01-23T13:00:00Z,14.318275,2.348856
2025-01-23T14:00:00Z,55.341443,12.108928
2025-01-23T15:00:00Z,338.438670,2.681810
2025-01-23T16:00:00Z,14.054737,6.534158
2025-01-23T17:00:00Z,54.197707,5.177321
2025-01-23T18:00:00Z,5.549707,1.703906
2025-01-23T19:00:00Z,164.645286,8.778898
2025-01-23T20:00:00Z,358.632376,5.171668
2025-01-23T21:00:00Z,171.189881,3.337889
2025-01-23T22:00:00Z,59.100978,7.246947
2025-01-23T23:00:00Z,307.737587,9.767778
2025-01-24T00:00:00Z,26.315649,6.386835
2025-01-24T01:00:00Z,63.916216,3.228104
2025-01-24T02:00:00Z,32.062473,5.696695
2025-01-24T03:00:00Z,338.997669,1.303639
2025-01-24T04:00:00Z,258.983230,7.401421
